character,unicode,mc,pu,ct,kr,vn,jp_go,jp_kan,jp_tou,jp_kwan,jp_other
"似","4F3C","zsix","si4,shi4","ci5","sa","tuwj","*zi*","/si/",,,
"伽","4F3D","gia","qie2,jia1,ga1","ke4,gaa1","ga","giaf","/gya/","/kya/",,"ka,/ga/",
"伾","4F3E","phii","pi1","pei1","bi",,"hi","hi",,,
"伿","4F3F","cjeh,jeh","yi4","ji6(zi3)","i",,,,,,
"佀","4F40","zsix","si4",,"sa",,"*zi*","/si/",,,
"佁","4F41","jix,j0aix,thrih","yi3,chi4","ci3(ji5)","i,chi,si",,,,,,
"佂","4F42","cjeng","zheng1",,"jeong",,"/syou(syau)/","sei",,,
"佃","4F43","den,denh","dian4,tian2","din6(tin4)","jeon","ddieenf","den","/ten/",,,
"佄","4F44",,"han1,gan4",,"gam",,,,,,
"佅","4F45","mrad","mai4",,"mae",,,,,,
"但","4F46","dan,danx,danh","dan4","daan6","dan,tan","ddanx","/dan/","tan",,,
"佇","4F47","driox","zhu4","cyu5","jeo","truwx","/zyo(dyo)/","tyo",,,
"佈","4F48","poh","bu4","bou3","po","boos","hu","/ho/",,,
"佉","4F49","khia","qu1","keoi1","gu,geo,ga","khuw","/ko/","kyo",,,
"佊","4F4A","piex,pieh","bi3",,"pi",,,,,,
"佋","4F4B","zjeu,zjeux","zhao1,shao4",,"so","thieeuj,chieeu","/zyou(zeu)/","syou(seu)",,,
"佌","4F4C","chiex","ci3","ci2","cha",,"si","si",,,
"位","4F4D","yih","wei4","wai6(wai2)","wi,ri(i)","vij","*i(wi)*","*i(wi)*",,,
"低","4F4E","te","di1","dai1","jeo","ddee","/tai/","*tei*",,,
"住","4F4F","dryoh,tryoh","zhu4","zyu6","ju","truj,trus","*zyuu(dyuu)*","/tyuu/",,,
"佐","4F50","cah","zuo3","zo3","jwa","tas","*sa*","*sa*",,,
"佑","4F51","iuh","you4","jau6","u","huwuj","/u/","yuu(iu)",,,
"佒","4F52","qang","yang3","joeng5","ang",,"/you(yau)/","ou(au)",,,
"体","4F53","buonx","ti3,ti1","ban6,tai2","bun,che","theer","/bon/","hon",,,
"佔","4F54","tem","zhan4,dian1","zim3,cim1(zim1)","jeom,cheom","chieem,chieems","[1]ten(temu)[2]tyou(tehu)[3]sen(semu)","[1]ten(temu)[2]tyou(tehu)[3]sen(semu)",,,
"何","4F55","gha,ghax","he2,he1,he4","ho4,ho6","ha","haf","/ga/","*ka*",,,
"佖","4F56","bjit,bit","bi4","bit1","pil",,"/biti/","hitu",,,
"佗","4F57","da,tha","tuo2","to1(taa1),to4","ta,i","ddaf,tha","[1]ta[2]/da/","[1]ta[2]ta",,,
"佘","4F58","zja","she2","se4","sa,yeo","xaf","/zya/","sya",,,
"余","4F59","jo,zja","yu2","jyu4","yeo","duw","*yo*","*yo*",,,
"佚","4F5A","jit","yi4,die2","jat6,dit6","il,jil","daatj,ddieetj","[1]/iti/[2]/deti/","[1]itu[2]tetu",,,
"佛","4F5B","byot","fo2,fu2,bi4,bo2","fat6,bat6,fat1","bul,bal,pil","phaatj,phaats,bootj,baatj","[1]*butu*,/buti/[2]/hoti/","[1]/hutu/[2]hutu",,,
"作","4F5C","coh,cah,cak","zuo4","zok3","jak,jeo,ju","tacs","[1]*saku*[2]*sa*","[1]*saku*[2]*sa*",,,
"佝","4F5D","huh","gou1,kou4","kau3(gau1,keoi1)","gu,hu","caau","ku","/kou/",,,
"佞","4F5E","nengh","ning4","ning6","nyeong(yeong)","ninhj","/nyou(nyau)/","nei",,,
"佟","4F5F","duung","tong2","tung4","tung,tong,dong","ddoong","/dou/","tou",,,
"你","4F60","nrix","ni3","nei5","ni(i)","nhix,neex","/ni/","zi(di)",,,
"佡","4F61",,"xian1","hin1","heon",,,,,,
"佢","4F62",,"qu2","keoi5(heoi5)","geo",,,,,,
"佣","4F63",,"yong1,yong4","jung2(jung6),jung4","yong,chong","dong",,,,,"you"
"佤","4F64",,"wa3","ngaa5","wa",,,,,,"wa"
"佥","4F65",,"qian1",,"cheom","thieem",,,,,
"佦","4F66",,"you4",,"seok",,,,,,
"佧","4F67",,"ka3","kaa1","ka",,,,,,
"佨","4F68",,"bao1",,"po",,,,,,
"佩","4F69","buaih","pei4","pui3","pae","booij","/bai/","hai",,,
"佪","4F6A","ghuai","hui2,huai2","wui4","hoe",,"/e(we)/","kai(kwai)",,,
"佫","4F6B","ghak","ge2","hok6,gaak3","gak",,,,,,
"佬","4F6C",,"lao3","lou2,lou5,liu4","ryo(yo),ro(no)","laox",,,,,"[1]rou(rau)[2]ryou(reu)"
"佭","4F6D",,"xiang2",,"hang",,,,,,
"佮","4F6E","kop,thop,qop","ge2","gap3(daap6)","hap",,"/kou(kohu)/","kou(kahu)",,,
"佯","4F6F","jang,ziang","yang2","joeng4","yang","duwowng","you(yau)","you(yau)",,,
"佰","4F70","mrak","bai3","baak3,mak6","baek,maek","bachs,machj","/hyaku/","haku",,,
"佱","4F71",,"fa3",,"beop",,"*hou(hohu)*","*hou(hahu)*",,"*haq*,*hoq*",
"佲","4F72",,"ming3",,"myeong",,,,,,
"佳","4F73","kre","jia1","gaai1","ga","giai","/ke/","/kai/",,"*ka*",
"佴","4F74","njih,naih","er4,nai4","ji6(ji5),noi6(naai6)","i,nae","nhij,naij",,,,,
"併","4F75","brengx,pjengx,bengx,pjengh","bing4","bing3(ping3),bing6","byeong","tinhs","/hyou(hyau)/","*hei*",,,
"佶","4F76","git","ji2","gat1,git6(git3)","gil","cats","/giti/","kitu",,,
"佷","4F77","ghonx","hen3","han2","han,heun",,"[1]/gou/[2]/gon/","[1]kou[2]kon",,,
"佸","4F78","kuat,ghuat","huo2","wut6","gwal,hwal",,"/gati(gwati)/","katu(kwatu)",,,
"佹","4F79","kyex","gui3","gwai2","gwe",,"ki(kwi)","ki(kwi)",,,
"佺","4F7A","chyen","quan2","cyun4","jeon","thuyeen","sen","sen",,,
"佻","4F7B","theu,deu,teux","tiao1","tiu4(tiu1)","jo,yo","ddieeu,ddieeuj,dieeu","/zyou(deu)/","tyou(teu)",,,
"佼","4F7C","krau,ghraux,kraux","jiao3","gaau2","gyo","giaor","/kyou(keu)/","kou(kau)",,,
"佽","4F7D","chiih","ci4","ci3","cha","thuws","si","si",,,
"佾","4F7E","jit","yi4","jat6","il","daatj","/iti/","itu",,,
"使","4F7F","srix,srih","shi3","si3,si2(sai2)","sa,si","suwr,suws","*si*","*si*",,,
"侀","4F80","gheng","xing2","jing4","hyeong",,,,,,
"侁","4F81","srin","shen1","san1","sin","saan,taan","sin","sin",,,
"侂","4F82","thak","tuo1","tok3","tak",,"taku","taku",,,
"侃","4F83","khanx,khanh","kan3","hon2(hon3)","gan","khanr","kan","kan",,,
"侄","4F84","cjit","zhi2","zat6,zat1","jil","chaats","/siti/","situ",,,
"侅","4F85","khai,kai,ghraix,ghaix","gai1","goi1","hae",,"[1]kai[2]gai","[1]kai[2]/kai/",,,
"來","4F86","lai","lai2","loi4(lai4),loi6","rae(nae)","lai,laix","*rai*","*rai*",,,
"侇","4F87",,"yi2","ji4","i",,,,,,
"侈","4F88","chjex","chi3","ci2","chi","xir","si","si",,,
"侉","4F89","qah","kua3","kwaa2(kwaa1)","gwa",,"/ke(kwe)/","ka(kwa)",,,
"侊","4F8A","kuang,kruang","gong1",,"gwang",,"kou(kwau)","kou(kwau)",,,
"例","4F8B","lied","li4","lai6","rye(ye)","leej","/re/","*rei*",,,
"侌","4F8C",,"yin1",,"eum,am","aam","/on(omu)/","*in(imu)*",,,
"侍","4F8D","zjih","shi4","si6","si","thij","*zi*","/si/",,,
"侎","4F8E","mjex","mi3",,"mi",,"/mi/","bi",,,
"侏","4F8F","cjyo","zhu1","zyu1","ju","chu","/su/","syu",,,
"侐","4F90","hjyih,hyk","xu4","gwik1(kwik1)","hyeok",,"/koku/","kyoku(kwyoku)",,,
"侑","4F91","iuh","you4","jau6","yu","huwuj","/u/","yuu(iu)",,,
"侒","4F92","qan","an1","on1","an",,"an","an",,,
"侓","4F93",,"lu4",,"ryul(yul)",,"/roti/","rotu",,,
"侔","4F94","miu","mou2","mau4","mo","maau","/mu/","bou",,,
"侕","4F95",,"er2","ji4","i",,,,,,
"侖","4F96","lyn","lun2","leon4","ryun(yun)","loon","rin","rin",,,
"侗","4F97","dung,thung,thungx","dong4,tong2,tong3","tung4(tung2),dung6","dong,tong","ddoongf,ddoongj","/zuu(duu)/","tou",,,
"侘","4F98","thra,thrah","cha4","caa3","cha","sas","/tya/","ta",,,
"侙","4F99","thrik","chi4",,"chik",,"/tiki/","tyoku",,,
"侚","4F9A","zsynh","xun4","seon1(seon6)","sun","tuaanx","zyun","/syun/",,,
"供","4F9B","kyung,kyungh","gong1,gong4","gung3,gung1","gong","cung","*ku*","*kyou*",,"/gu/",
"侜","4F9C","triu","zhou1","zau1","ju",,,,,,
"依","4F9D","qioi","yi1","ji1","ui","y,yr","*e*","*i*",,,
"侞","4F9E",,"ru2","jyu4","yeo",,"/nyo/","zyo",,,
"侟","4F9F",,"cun2,jian4",,"cheon,jon",,"[1]/zon/[2]sen","[1]son[2]sen",,,
"侠","4FA0",,"xia2",,"hyeop","hieepj","/gyou(gehu)/","kyou(kehu)",,,
"価","4FA1",,"si4",,"ga",,"/ke/","*ka*",,,
"侢","4FA2",,"dai4",,"jae",,,,,,
"侣","4FA3","liox","lv3",,"ryeo(yeo)","luwx",,,,,
"侤","4FA4",,,,"go",,,,,,
"侥","4FA5",,"jiao3,yao2",,"yo","nghieeu,kieeur",,,,,
"侦","4FA6",,"zhen1",,"jeong","trinh",,,,,
"侧","4FA7",,"ce4,ze4,zhai1",,"cheuk","trawcs",,,,,
"侨","4FA8",,"qiao2",,"gyo","kieeuf",,,,,
"侩","4FA9",,"kuai4",,"kwae","quais",,,,,
"侪","4FAA",,"chai2",,"je","saif",,,,,
"侫","4FAB",,"ning4",,"nyeong(yeong)","ninhj","/nyou(nyau)/","nei",,,
"侬","4FAC",,"nong2",,"nong","noong",,,,,
"侭","4FAD",,"jin3",,"jin",,"zin","/sin/",,,
"侮","4FAE","myox","wu3","mou5","mo","vux","/mu/","*bu*",,,
"侯","4FAF","ghu","hou2,hou4","hau4","hu,hye","haauf","/gu/","*kou*",,,
"侰","4FB0",,"jiong3",,"gun",,,,,,
"侱","4FB1",,"cheng3,ting3",,"jeong",,,,,,
"侲","4FB2","cjin,cjinh","zhen4,zhen1","zan3","jin",,"sin","sin",,,
"侳","4FB3","cya,cuah","zuo4","co3,zo6","jwa",,,,,,
"侴","4FB4",,"hao4",,"chu",,,,,,
"侵","4FB5","chim","qin1","cam1","chim","xaam","*sin(simu)*","*sin(simu)*",,,
"侶","4FB6","liox","lv3","leoi5","ryeo(yeo)","luwx","/ro/","*ryo*",,,
"侷","4FB7","gyuk","ju2","guk6","guk","cucj","/goku/","kyoku",,,
"侸","4FB8","tu","shu4,dou1",,"du,su",,,,,,
"侹","4FB9","thengx,thengh","ting3","ting5(ting2)","jeong","ddinhx,thinhs,ddinhr","/tyou(tyau)/","tei",,,
"侺","4FBA","zjimh","shen4","sam4","sim",,,,,,
"侻","4FBB","thuat","tuo2,tui4","tyut3,teoi3","tal,tae",,"[1]/tati/[2]tai","[1]tatu[2]tai",,,
"侼","4FBC",,"bo2",,"bal",,"/boti/","hotu",,"/botu/",
"侽","4FBD",,"nan2",,"nam",,"*nan(namu)*","*dan(damu)*",,,
"侾","4FBE",,"xiao1",,"hyo",,"/kyou(keu)/","kou(kau)",,,
"便","4FBF","bjen,bjenh","bian4,pian2","bin6(bin2),pin4","pyeon,byeon","tieenj","[1]*ben*[2]*ben*","[1]/hen/[2]/hen/",,"[1]*bin*",
"俀","4FC0",,"tui3","teoi2","toe",,"/te/","tai",,,
"俁","4FC1","ngyox","yu3","jyu5","u",,"gu","gu",,,
"係","4FC2","keh","xi4","hai6","gye","heej","/ge/","*kei*",,,
"促","4FC3","chyuk","cu4","cuk1","chok,chak","xucs","*soku*","/syoku/",,,
"俄","4FC4","nga","e2","ngo4","a","nga","ga","ga",,,
"俅","4FC5","giu","qiu2","kau4","gu","caauf","/gu/","kyuu(kiu)",,,
"俆","4FC6","zsio","xu2",,"seo",,"[1]/zyo/[2]syo","[1]syo[2]syo",,,
"俇","4FC7","gyangx","guang4","gwaang6,hong1","gwang",,,,,,
"俈","4FC8",,"ku4",,"gok",,"koku","koku",,,
"俉","4FC9",,"wu4","ng6","o",,"/gu/","go",,,
"俊","4FCA","cynh","jun4","zeon3","jun,sun","tuaans","*syun*","*syun*",,,
"俋","4FCB","drip","yi4","jap1","eup",,"[1]/zyuu(dihu)/[2]/ou(ohu)/","[1]tyuu(tihu)[2]yuu(ihu)",,,
"俌","4FCC","pyox,phyox","fu3",,"bo",,"hu","hu",,"/ho/",
"俍","4FCD","langx","liang2","loeng4","ryang(yang)",,"/rou(rau)/","ryou(ryau)",,,
"俎","4FCE","criox","zu3","zo2","jo","trowr","/syo/","so",,,
"俏","4FCF","chieuh","qiao4,xiao4","ciu3","so,cho","tieeus","syou(seu)","syou(seu)",,,
"俐","4FD0",,"li4","lei6","ri(i)","lij","ri","ri",,,
"俑","4FD1","thung,jyungx","yong3","jung2(jung5)","yong","dungx","/yuu/","you",,,
"俒","4FD2","ghuon,ghuonh","hun4",,"heun",,"/gon/","kon",,,
"俓","4FD3","ngen,ngreng,kengh","jing4","ging3","gyeong",,,,,,
"俔","4FD4","ghenx,khenh","qian4","jin5,jin6","hyeon",,"[1]ken[2]/gen/","[1]ken[2]ken",,,
"俕","4FD5","somh","san4",,"sam",,,,,,
"俖","4FD6","phaix","pei3","poi2,pui5","bae",,,,,,
"俗","4FD7","zsyuk","su2","zuk6","sok","tucj","*zoku*","/syoku/",,,
"俘","4FD8","phyo","fu2","fu1","bu","phu","hu","hu",,,
"俙","4FD9","hioi,hioix","xi1","hei1","hui",,,,,,
"俚","4FDA","lix","li3","lei5","ri(i)","lis","ri","ri",,,
"俛","4FDB","mienx","fu3","fu2,min5","myeon,bu","phur,mieenx","[1]hu[2]/men/","[1]hu[2]ben",,,
"俜","4FDC","pheng,phjengh","ping1","ping1","bing","binh","/hyou(hyau)/","hei",,,
"保","4FDD","paux","bao3","bou2","bo","baor","*ho*,/hou/","/hou/",,,
"俞","4FDE","jyo,thriuh","yu2,yu4,shu4","jyu4(jyu6),syu3","yu,su","du,dux",,,,,
"俟","4FDF","gioi,zsrix","si4,qi2","zi6,kei4","sa,gi","six","/zi/","si",,,
"俠","4FE0","ghep","xia2","haap6(hap6)","hyeop","hieepj","/gyou(gehu)/","kyou(kehu)",,,
"信","4FE1","sinh","xin4,shen1","seon3,san1","sin","tins,thaan","*sin*","*sin*",,,
"俢","4FE2",,"xiu1",,"su",,"*syu*,/su/","*syuu(siu)*",,,
"俣","4FE3",,"yu3",,"o,u",,"/yuu/","you",,,
"俤","4FE4",,"di4",,"je",,"ga","ga",,,
"俥","4FE5",,"che1,ju1",,"geo",,,,,,"sya"
"俦","4FE6",,"chou2",,"ju","truf","/zyuu(diu)/","tyuu(tiu)",,,
"俧","4FE7",,"zhi4",,"ji",,,,,,
"俨","4FE8",,"yan3",,"eom","nghieemx",,,,,
"俩","4FE9",,"liang3,lia3",,"ryang(yang)","luwowngx",,,,,
"俪","4FEA",,"li4",,"ryeo(yeo)","leej",,,,,
"俫","4FEB",,"lai2",,"rae(nae)","lai",,,,,
"俬","4FEC",,"si1","si1","ri(i)","tuw",,,,,
"俭","4FED",,"jian3",,"geom","kieemj",,,,,
"修","4FEE","siu","xiu1","sau1","su","tu","*syu*,/su/","*syuu(siu)*",,,
"俯","4FEF","pyox","fu3","fu2","bu","phur","hu","hu",,,
"俰","4FF0","ghuah","huo4",,"hwa",,"/ga(gwa)/","ka(kwa)",,,
"俱","4FF1","kyo","ju4","keoi1(geoi1)","gu","caau","/ku/","/ku/",,"gu",
"俲","4FF2","ghrauh","xiao4",,"hyo",,"/gyou(geu)/","kou(kau)",,,
"俳","4FF3","brai","pai2","paai4","bae","baif","/be/","*hai*",,,
"俴","4FF4","zienx,cienx","jian4","cin5","cheon",,,,,,
"俵","4FF5","pieuh","biao4","biu2(biu3)","pyo","bieeur","*hyou(heu)*","*hyou(heu)*",,,
"俶","4FF6","chjuk","chu4,ti4","cuk1,tik1","suk,cheok","thucj,thichs","[1]syuku[2]/tyaku/","[1]syuku[2]teki",,,
"俷","4FF7",,"fei4","fai3","bi",,,,,,
"俸","4FF8","pungx,byungh","feng4","fung2(fung6)","bong","boongr","/bu/","*hou*",,,
"俹","4FF9","qrah","ya4",,"a",,,,,,
"俺","4FFA","qiemh,qiamh","an3","jim3(aan2)","eom,am","yeem","[1]en(emu)","[1]en(emu)",,,"[2]an"
"俻","4FFB","biih","bei4",,"bi",,,,,,
"俼","4FFC",,"yu4",,"juk,yuk",,"[1]syuku[2]iku","[1]syuku[2]iku",,,
"俽","4FFD",,"xin1",,"heun",,"/kon/","kin",,,
"俾","4FFE","pjex","bi3","bei2,pai3","bi","tir","[1]hi[2]/hai/","[1]hi[2]hei",,,
"俿","4FFF",,"hu3,chi2",,"chi,ho",,"[1]/zi(di)/[2]/ku/","[1]ti[2]ko",,,
"倀","5000","thriang,trangh","chang1","coeng1(caang1),caang4,zan3","chang","tranhf","tyou(tyau)","tyou(tyau)",,,
"倁","5001",,"zhi1",,"ji",,,,,,"ti"
"倂","5002",,"bing4",,"byeong","tinhs","/hyou(hyau)/","*hei*",,,
"倃","5003","kau,giux","jiu4",,"gu",,,,,,
"倄","5004","ghrau,i0uaix","yao2",,"hyo",,"/gyou(geu)/","kou(kau)",,,
"倅","5005","chuaih,cuot","cui4,zu2","ceoi3(zeot1)","swi,jol","thoois,toots","[1]sai[2]/soti/","[1]sai[2]sotu",,,
"倆","5006","liangx","liang3,lia3","loeng5","ryang(yang)","luwowngx","/rou(rau)/","ryou(ryau)",,,
"倇","5007","qyanx","wan3","jyun2","won",,"/on(won)/","en(wen)",,,
"倈","5008","li","lai2",,"rae(nae)","lai",,,,,
"倉","5009","chang","cang1","cong1","chang","thuwowng,thangr","*sou(sau)*","*sou(sau)*",,,
"倊","500A",,"zong3",,"jong",,"/su/","sou",,,
"個","500B","kah","ge4,ge3","go3","gae","cas","/ka/","/ka/","*ko*",,
"倌","500C","kuan,kruanh","guan1","gun1","gwan","quan","kan(kwan)","kan(kwan)",,,
"倍","500D","baix","bei4","pui5(bui3)","bae,pae","booij","*bai*,/be/","/hai/",,,
"倎","500E",,"tian3","tin2","jeon",,"ten","ten",,,
"倏","500F","sjuk","shu1","suk1","suk","thucs","syuku","syuku",,,
"倐","5010","sjuk","shu1",,"suk",,"syuku","syuku",,,
"們","5011",,"men2","mun4","mun","moon","mon","/bon/",,,
"倒","5012","taux,tauh","dao3,dao4","dou3,dou2","do","ddaor","*tou(tau)*","*tou(tau)*",,,
"倓","5013","dam,domx,damh","tan2,tan4","taam4(daam6)","dam",,"[1]/dan(damu)/[2]tan(tamu)","[1]tan(tamu)[2]tan(tamu)",,,
"倔","5014","gyot","jue2,jue4","gwat6","gul","quaatj","/goti/","kutu",,,
"倕","5015","zjye","chui2","seoi4","su","thuyf",,,,,
"倖","5016","ghrengx","xing4","hang6","haeng","hanhx","/gyou(gyau)/","kou(kau)",,,
"倗","5017","bong,phongx,bongh","peng2","pang4","bung",,"/bou/","hou",,,
"倘","5018","thangx","tang3,chang2","tong2,soeng4","dang,sang","thangr","[1]/zyou(zyau)/[2]tou(tau)","[1]syou(syau)[2]tou(tau)",,,
"候","5019","ghuh","hou4","hau6","hu","haauj","/gu/","*kou*",,,
"倚","501A","qiex,qieh","yi3","ji2,kei1","ui,gi","yr","[1]i[2]ki","[1]i[2]ki",,,
"倛","501B",,"qi1","hei1","gi",,"ki","ki",,,
"倜","501C","thek","ti4","tik1","cheok,ju","thichs","/tyaku/","teki",,,
"倝","501D","kanh","gan4",,"gan",,"kan","kan",,,
"倞","501E","giengh","liang4,jing4","loeng6,ging6","gyeong,ryang(yang)",,"[1]/gyou(gyau)/[2]ryou(ryau)","[1]kei[2]ryou(ryau)",,,
"借","501F","ciah,ciek","jie4","ze3","cha","tas","[1]*syaku*[2]sya","[1]/seki/[2]sya",,,
"倠","5020","hjyi","sui1","seoi1","hyu",,,,,,
"倡","5021","chjang,chjangh","chang4,chang1","coeng3,coeng1","chang","xuwowngs,xuwowng","syou(syau)","syou(syau)",,,
"倢","5022","ziep","jie2","zit3(zip3),zit6","cheop","tieepj","/zyou(zehu)/","syou(sehu)",,,
"倣","5023","pyangx","fang3","fong2","bang","phongr","*hou(hau)*","*hou(hau)*",,,
"値","5024",,"zhi2",,"chi","trij","[1]/zi(di)/[2]/ziki(diki)/","[1]*ti*[2]tyoku",,,
"倥","5025","khung,khungx,khungh","kong1,kong3","hung2(hung3),hung1","gong","khoong","/kuu/","kou",,,
"倦","5026","gyenh","juan4","gyun6","gwon","quyeenj","/gen(gwen)/","ken(kwen)",,,
"倧","5027","cuung","zong1","zung1","jong",,"/so/","sou",,,
"倨","5028","kioh","ju4","geoi3","geo","cuws","/ko/","kyo",,,
"倩","5029","chenh,chiengh","qian4","sin3(sin6),cing3","cheon,cheong","thieens,sai","[1]sen[2]/syou(syau)/","[1]sen[2]sei",,,
"倪","502A","nge","ni2","ngai4,ngai6","ye","nghee","/ge/","gei",,,
"倫","502B","lyn","lun2","leon4","ryun(yun)","luaan","*rin*","*rin*",,,
"倬","502C","truk","zhuo1","coek3(zoek3)","tak","tracs","taku","taku",,,
"倭","502D","qye,qua,quax","wo1,wei1","wo1,wai1(wai2),wo2","wae,wi,wa","uy,oa,nuyj","[1]wa[2]i(wi)","[1]wa[2]i(wi)",,,
"倮","502E","luax","luo3",,"ra(na),gwa","khoar","ra","ra",,,
"倯","502F","syung","song1","sung1","song",,,,,,
"倰","5030","long,longh","leng4","ling4(ling6)","reung(neung)",,"[1]ryou[2]rou","[1]ryou[2]rou",,,
"倱","5031","ghuonx","hun4","wan6","hon",,,,,,
"倲","5032","tung","dong1",,"dong",,"tou","tou",,,
"倳","5033","crih","zi4","zi3(zi6)","sa",,"/zi/","si",,,
"倴","5034",,"ben4",,"bun",,,,,,
"倵","5035",,"wu3","mou5","mu",,,,,,"bu,/mu/"
"倶","5036",,"ju4",,"gu",,"/ku/","/ku/",,"gu",
"倷","5037",,"nai3","noi6","ni(i)",,,,,,
"倸","5038",,"cai3",,"chae",,,,,,
"倹","5039",,"jian3",,"geom",,"/gen(gemu)/","*ken(kemu)*",,,
"债","503A",,"zhai4",,"chae","trais",,,,,
"倻","503B",,"ye1",,"ya",,,,,,"ya"
"值","503C","drih,drik","zhi2","zik6","chi","trij",,,,,
"倽","503D",,"sha4",,"sa",,,,,,
"倾","503E",,"qing1",,"gyeong","khuynh",,,,,
"倿","503F",,"ning4",,"cheop,nyeong(yeong)",,,,,,
"偀","5040",,"ying1","jing1","yeong,ang",,"/you(yau)/","*ei*",,,
"偁","5041","chjing","cheng1,chen4","cing1,cing3(can3)","ching","xuwng","syou","syou",,,
"偂","5042",,"qian2",,"jeon",,"*zen*","/sen/",,,
"偃","5043","qianx","yan3","jin2(jim2)","eon","yeenr","/on/","en",,,
"偄","5044","njyenx,nuanh","ruan3",,"nan,na,yeon",,,,,,
"偅","5045","cjyungh","zhong4,tong2","zung3","dong,jong",,"[1]/syuu/","[1]syou",,,"[2]tou"
"偆","5046","chjynx,thrynx","chun3","ceon2","jun",,"[1]syun[2]tyun","[1]syun[2]tyun",,,
"假","5047","krax,krah","jia3,jia4","gaa2,gaa3","ga,ha,gyeok","giar,gias","*ke*","*ka*",,,
"偈","5048","gied,giet","ji4,jie2","gai6,git6,gai2","ge,geol","keej","[1]ge[2]/geti/","[1]/kei/[2]ketu",,,
"偉","5049","yoix","wei3","wai5","wi","vix","*i(wi)*","*i(wi)*",,,
"偊","504A",,"yu3","jyu5(geoi2,jyu2)","u",,"u","u",,,
"偋","504B","bjengh","bing3,bing4","bing2","byeong","binhf",,,,,
"偌","504C",,"ruo4","je6","ya","nhaj",,,,,"zyaku"
"偍","504D",,"ti2","tai4","je",,,,,,
"偎","504E","quai","wei1","wui1","oe","ooi","/e(we)/","wai",,,
"偏","504F","phjen,phjenh","pian1","pin1","pyeon","thieen","*hen*","*hen*",,,
"偐","5050","ngranh","yan4",,"an",,"/gen/","gan",,,
"偑","5051","piung","feng1","fung1","pung",,"/huu/,/hu/","hou",,,
"偒","5052","thangx","tang3,dang4",,"tang",,"/dou(dau)/","tou(tau)",,,
"偓","5053","qruk","wo4","ak1(ngak1)","ak","acs","aku","aku",,,
"偔","5054","ngak","e4",,"ak",,,,,,
"偕","5055","krai,ghrai","xie2","gaai1(haai4)","hae","giai","/ke/","kai",,,
"偖","5056",,"che3",,"cha",,"sya","sya",,,
"偗","5057",,"sheng3","saang2","seong",,"/syou(syau)/","sei",,,
"偘","5058","khanh","kan3",,"gan",,,,,,
"偙","5059","teh","di4",,"je",,"/tai/","tei",,,
"做","505A","coh,cah","zuo4","zou6","ju","toos",,,,,"sa"
"偛","505B","crep","cha1","zaap3","sap",,,,,,
"停","505C","deng","ting2","ting4","jeong","ddinhf","/zyou(dyau)/","*tei*",,"/tyou(tyau)/",
"偝","505D","buaih","bei4","bui6(bui3)","bae",,,,,,
"偞","505E","jep,hep","xie4","jip6","yeop,hyeop",,,,,,
"偟","505F","ghuang","huang2","wong4","hwang","hoangf","/ou(wau)/","kou(kwau)",,,
"偠","5060","qeux","yao3","jiu2(jiu5)","yo","yeeur","you(eu)","you(eu)",,,
"偡","5061","dremx","zhan4","zaam3","dam",,,,,,
"偢","5062",,"chou3,qiao4","cau2,ciu2","cho","thu","[1]/syu/","[1]syuu(siu)",,,"[2]syuu(siu)"
"偣","5063",,"an1","jim1","yeom",,,,,,"en(emu)"
"偤","5064","ju","you2","jau4","yu",,,,,,
"健","5065","gianh","jian4","gin6","geon","kieenj","/gon/","*ken*",,,
"偦","5066",,"xu1",,"seo,su",,"/so/","syo",,,
"偧","5067",,"zha1",,"cha",,,,,,"ta"
"偨","5068",,"ci1","zi1(ci1)","cha,chi",,,,,,
"偩","5069","biux","fu4","fu6","bu",,,,,,
"偪","506A","piuk,pik","bi1","bik1","pip,bok","buwcs","/hiki/","/hyoku/",,"hitu",
"偫","506B",,"zhi4","zi6(ci5)","chi",,,,,,
"偬","506C","cungx,cungh","zong3",,"chong","toongr","/su/","sou",,,
"偭","506D","mjenx,mjenh","mian3","min5(min6)","myeon","manj,mieens","men","/ben/",,,
"偮","506E",,"ji2","zap1","jip",,,,,,
"偯","506F","qioix","yi3","ji2","ui",,,,,,
"偰","5070","set","xie4","sit3","seol",,"/seti/","setu",,,
"偱","5071",,"xun2",,"sun",,,,,,"syun"
"偲","5072","si,chai","cai1,si1","si1,caai1(soi1)","si","ti,tai","[1]si[2]sai","[1]si[2]sai",,,
"偳","5073","tuan,thuan","duan1","zeoi3","dan",,,,,,
"側","5074","crik","ce4,ze4,zhai1","zak1","cheuk","trawcs","/siki/","*soku*",,,
"偵","5075","thrieng,trangh,thriengh","zhen1","zing1","jeong","trinh","/tyou(tyau)/","*tei*",,,
"偶","5076","ngux,nguh","ou3","ngau5","u","ngaaux","/gu/","/gou/",,"*guu*",
"偷","5077","thu","tou1","tau1","tu","thaau",,,,,
"偸","5078",,"tou1",,"tu","thaau","/tu/","tou",,"/tyuu/",
"偹","5079",,"bei4",,"bi","bij",,,,,
"偺","507A",,"zan2,za2,za3","zaa1","chal",,,,,,
"偻","507B",,"lv3,lou2",,"ru(nu)","lux",,,,,
"偼","507C",,"jie2",,"cheop",,,,,,
